value,value1,name,piece
Konečná cena:,600 €,BÁRTFAY JÚLIUS (1888 - 1979),Hlava tanečnice
Poradové číslo:,56A,MALLÝ GUSTÁV  (1879 - 1952),Matka s dieťaťom 
Vyvolávacia cena:,2 500 €,MALLÝ GUSTÁV  (1879 - 1952),Matka s dieťaťom 
Konečná cena:,2 500 €,MALLÝ GUSTÁV  (1879 - 1952),Matka s dieťaťom 
Poradové číslo:,57,ALEXY JANKO (1894 - 1970),Mojmír
Nevydražené,,ALEXY JANKO (1894 - 1970),Mojmír
Cena v predaji:,2 000 €,ALEXY JANKO (1894 - 1970),Mojmír
Poradové číslo:,58,ALEXY JANKO (1894 - 1970),Zbojník Ďurica (Návrh na vitráž)
Nevydražené,,ALEXY JANKO (1894 - 1970),Zbojník Ďurica (Návrh na vitráž)
Cena v predaji:,500 €,ALEXY JANKO (1894 - 1970),Zbojník Ďurica (Návrh na vitráž)
Poradové číslo:,59,ALEXY JANKO (1894 - 1970),Les v Sliači
Vyvolávacia cena:,350 €,ALEXY JANKO (1894 - 1970),Les v Sliači
Konečná cena:,450 €,ALEXY JANKO (1894 - 1970),Les v Sliači
Poradové číslo:,60,ALEXY JANKO (1894 - 1970),Motív zo starej Bratislavy
Vyvolávacia cena:,350 €,ALEXY JANKO (1894 - 1970),Motív zo starej Bratislavy
Konečná cena:,400 €,ALEXY JANKO (1894 - 1970),Motív zo starej Bratislavy
Poradové číslo:,61,ALEXY JANKO (1894 - 1970),Akt
Vyvolávacia cena:,700 €,ALEXY JANKO (1894 - 1970),Akt
Konečná cena:,550 €,ALEXY JANKO (1894 - 1970),Akt
Poradové číslo:,62,GALANDA MIKULÁŠ (1895 - 1938),Šašo
Nevydražené,,GALANDA MIKULÁŠ (1895 - 1938),Šašo
Cena v predaji:,1 200 €,GALANDA MIKULÁŠ (1895 - 1938),Šašo
Poradové číslo:,63,FULLA ĽUDOVÍT (1902 - 1980),Cyril a Metod
Nevydražené,,FULLA ĽUDOVÍT (1902 - 1980),Cyril a Metod
Cena v predaji:,700 €,FULLA ĽUDOVÍT (1902 - 1980),Cyril a Metod
Poradové číslo:,64,ŽELIBSKÝ JÁN (1907 - 1997),Z ulice
Nevydražené,,ŽELIBSKÝ JÁN (1907 - 1997),Z ulice
Cena v predaji:,300 €,ŽELIBSKÝ JÁN (1907 - 1997),Z ulice
Poradové číslo:,65,ŽELIBSKÝ JÁN (1907 - 1997),Pod skalou
Nevydražené,,ŽELIBSKÝ JÁN (1907 - 1997),Pod skalou
Cena v predaji:,280 €,ŽELIBSKÝ JÁN (1907 - 1997),Pod skalou
Poradové číslo:,66,BEDNÁR ŠTEFAN (1909 - 1976),Stanica v noci
Vyvolávacia cena:,1 800 €,BEDNÁR ŠTEFAN (1909 - 1976),Stanica v noci
Konečná cena:,1 400 €,BEDNÁR ŠTEFAN (1909 - 1976),Stanica v noci
Poradové číslo:,67,MILLY DEZIDER (1906 - 1971),Zima
Vyvolávacia cena:,600 €,MILLY DEZIDER (1906 - 1971),Zima
Konečná cena:,500 €,MILLY DEZIDER (1906 - 1971),Zima
Poradové číslo:,68,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Polia
Nevydražené,,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Polia
Cena v predaji:,20 000 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Polia
Poradové číslo:,69,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Koláž
Vyvolávacia cena:,500 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Koláž
Konečná cena:,1 250 €,ŠIMEROVÁ MARTINČEKOVÁ ESTER (1909 - 2005),Koláž
Poradové číslo:,70,MUDROCH JÁN (1909 - 1968),Dve
Vyvolávacia cena:,300 €,MUDROCH JÁN (1909 - 1968),Dve
Konečná cena:,350 €,MUDROCH JÁN (1909 - 1968),Dve
Poradové číslo:,71,MUDROCH JÁN (1909 - 1968),Žena s červenou šatkou
Nevydražené,,MUDROCH JÁN (1909 - 1968),Žena s červenou šatkou
Cena v predaji:,3 500 €,MUDROCH JÁN (1909 - 1968),Žena s červenou šatkou
Poradové číslo:,72,STUDENÝ FRANTIŠEK (1911 - 1980),Chryzantémy na belasom
Nevydražené,,STUDENÝ FRANTIŠEK (1911 - 1980),Chryzantémy na belasom
Cena v predaji:,1 500 €,STUDENÝ FRANTIŠEK (1911 - 1980),Chryzantémy na belasom
Poradové číslo:,73,NEVAN EUGEN (1914 - 1967),Ležiaca (Pri čítaní listu)
Nevydražené,,NEVAN EUGEN (1914 - 1967),Ležiaca (Pri čítaní listu)
Cena v predaji:,3 900 €,NEVAN EUGEN (1914 - 1967),Ležiaca (Pri čítaní listu)
Poradové číslo:,74,NEVAN EUGEN (1914 - 1967),Žena za stolom
Nevydražené,,NEVAN EUGEN (1914 - 1967),Žena za stolom
Cena v predaji:,900 €,NEVAN EUGEN (1914 - 1967),Žena za stolom
Poradové číslo:,75,MATEJKA PETER (1913 - 1972),Vedro s uhlím
Vyvolávacia cena:,750 €,MATEJKA PETER (1913 - 1972),Vedro s uhlím
Konečná cena:,750 €,MATEJKA PETER (1913 - 1972),Vedro s uhlím
Poradové číslo:,76,MATEJKA PETER (1913 - 1972),Hlava ženy
Vyvolávacia cena:,400 €,MATEJKA PETER (1913 - 1972),Hlava ženy
Konečná cena:,400 €,MATEJKA PETER (1913 - 1972),Hlava ženy
Poradové číslo:,77,SOKOL KOLOMAN (1902 - 2001),Dve postavy z Kaburaby
Nevydražené,,SOKOL KOLOMAN (1902 - 2001),Dve postavy z Kaburaby
Cena v predaji:,3 000 €,SOKOL KOLOMAN (1902 - 2001),Dve postavy z Kaburaby
Poradové číslo:,78,HLOŽNÍK VINCENT (1919 - 1997),Na predmestí
Vyvolávacia cena:,3 200 €,HLOŽNÍK VINCENT (1919 - 1997),Na predmestí
Konečná cena:,4 200 €,HLOŽNÍK VINCENT (1919 - 1997),Na predmestí
Poradové číslo:,79,HLOŽNÍK VINCENT (1919 - 1997),Zátišie s mlynčekom
Vyvolávacia cena:,2 900 €,HLOŽNÍK VINCENT (1919 - 1997),Zátišie s mlynčekom
Konečná cena:,2 400 €,HLOŽNÍK VINCENT (1919 - 1997),Zátišie s mlynčekom
Poradové číslo:,80,HLOŽNÍK VINCENT (1919 - 1997),Muži s koňom
Vyvolávacia cena:,2 800 €,HLOŽNÍK VINCENT (1919 - 1997),Muži s koňom
Konečná cena:,3 800 €,HLOŽNÍK VINCENT (1919 - 1997),Muži s koňom
Poradové číslo:,81,HLOŽNÍK VINCENT (1919 - 1997),V manéži
Vyvolávacia cena:,2 000 €,HLOŽNÍK VINCENT (1919 - 1997),V manéži
Konečná cena:,1 600 €,HLOŽNÍK VINCENT (1919 - 1997),V manéži
Poradové číslo:,82,HLOŽNÍK VINCENT (1919 - 1997),Zápas
Vyvolávacia cena:,1 200 €,HLOŽNÍK VINCENT (1919 - 1997),Zápas
Konečná cena:,1 650 €,HLOŽNÍK VINCENT (1919 - 1997),Zápas
Poradové číslo:,83,HLOŽNÍK VINCENT (1919 - 1997),Zvery
Vyvolávacia cena:,1 100 €,HLOŽNÍK VINCENT (1919 - 1997),Zvery
Konečná cena:,900 €,HLOŽNÍK VINCENT (1919 - 1997),Zvery
Poradové číslo:,84,HLOŽNÍK VINCENT (1919 - 1997),Ľudia a kôň
Vyvolávacia cena:,1 000 €,HLOŽNÍK VINCENT (1919 - 1997),Ľudia a kôň
Konečná cena:,1 650 €,HLOŽNÍK VINCENT (1919 - 1997),Ľudia a kôň
Poradové číslo:,85,HLOŽNÍK VINCENT (1919 - 1997),Ľudia a zver
Vyvolávacia cena:,1 000 €,HLOŽNÍK VINCENT (1919 - 1997),Ľudia a zver
Konečná cena:,1 500 €,HLOŽNÍK VINCENT (1919 - 1997),Ľudia a zver
Poradové číslo:,86,HLOŽNÍK VINCENT (1919 - 1997),Zápas
Vyvolávacia cena:,800 €,HLOŽNÍK VINCENT (1919 - 1997),Zápas
Konečná cena:,800 €,HLOŽNÍK VINCENT (1919 - 1997),Zápas
Poradové číslo:,87,ZMETÁK ERNEST (1919 - 2004),Akt (V barokovom kresle)
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Akt (V barokovom kresle)
Cena v predaji:,9 500 €,ZMETÁK ERNEST (1919 - 2004),Akt (V barokovom kresle)
Poradové číslo:,88,ZMETÁK ERNEST (1919 - 2004),Priateľky pri mori
Vyvolávacia cena:,2 500 €,ZMETÁK ERNEST (1919 - 2004),Priateľky pri mori
Konečná cena:,3 800 €,ZMETÁK ERNEST (1919 - 2004),Priateľky pri mori
Poradové číslo:,89,ZMETÁK ERNEST (1919 - 2004),Motív z Cefalú
Nevydražené,,ZMETÁK ERNEST (1919 - 2004),Motív z Cefalú
Cena v predaji:,500 €,ZMETÁK ERNEST (1919 - 2004),Motív z Cefalú
Poradové číslo:,90,HLOŽNÍK FERDINAND (1921 - 2006),Odpočinok
Nevydražené,,HLOŽNÍK FERDINAND (1921 - 2006),Odpočinok
Cena v predaji:,1 600 €,HLOŽNÍK FERDINAND (1921 - 2006),Odpočinok
Poradové číslo:,91,HLOŽNÍK FERDINAND (1921 - 2006),Tváre
Nevydražené,,HLOŽNÍK FERDINAND (1921 - 2006),Tváre
Cena v predaji:,1 600 €,HLOŽNÍK FERDINAND (1921 - 2006),Tváre
Poradové číslo:,92,HLOŽNÍK FERDINAND (1921 - 2006),Bežci
Nevydražené,,HLOŽNÍK FERDINAND (1921 - 2006),Bežci
Cena v predaji:,800 €,HLOŽNÍK FERDINAND (1921 - 2006),Bežci
Poradové číslo:,93,ÁCS ÁGOSTON (1889 - 1945),Na priedomí (kŕmenie sliepok)
Nevydražené,,ÁCS ÁGOSTON (1889 - 1945),Na priedomí (kŕmenie sliepok)
Cena v predaji:,1 200 €,ÁCS ÁGOSTON (1889 - 1945),Na priedomí (kŕmenie sliepok)
Poradové číslo:,94,VISKI JÁNOS (1891 - 1970),S povozom
Vyvolávacia cena:,1 000 €,VISKI JÁNOS (1891 - 1970),S povozom
Konečná cena:,800 €,VISKI JÁNOS (1891 - 1970),S povozom
Poradové číslo:,95,NEOGRÁDY LÁSZLÓ (1896 - 1962),Husiarka pri moste
Vyvolávacia cena:,1 200 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Husiarka pri moste
Konečná cena:,950 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Husiarka pri moste
Poradové číslo:,96,NEOGRÁDY LÁSZLÓ (1896 - 1962),Pri potoku
Vyvolávacia cena:,300 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Pri potoku
Konečná cena:,300 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Pri potoku
Poradové číslo:,97,KÉZDI - KOVÁCS LÁSZLÓ (1864 - 1942),Jarná krajina s bocianom
Vyvolávacia cena:,300 €,KÉZDI - KOVÁCS LÁSZLÓ (1864 - 1942),Jarná krajina s bocianom
Konečná cena:,300 €,KÉZDI - KOVÁCS LÁSZLÓ (1864 - 1942),Jarná krajina s bocianom
Poradové číslo:,98,KOMÁROMI-KATZ ENDRE (1880 - 1969),Plachetnice
Vyvolávacia cena:,290 €,KOMÁROMI-KATZ ENDRE (1880 - 1969),Plachetnice
Konečná cena:,290 €,KOMÁROMI-KATZ ENDRE (1880 - 1969),Plachetnice
Poradové číslo:,99,VÍGH BERTALAN (1890 - 1946),V zamyslení
Nevydražené,,VÍGH BERTALAN (1890 - 1946),V zamyslení
Cena v predaji:,600 €,VÍGH BERTALAN (1890 - 1946),V zamyslení
Poradové číslo:,100,GEIGER RICHARD (1872 - 1945),Kolombína
Vyvolávacia cena:,500 €,GEIGER RICHARD (1872 - 1945),Kolombína
Konečná cena:,400 €,GEIGER RICHARD (1872 - 1945),Kolombína
Poradové číslo:,101,VASTAGH GÉZA - PRIPISOVANÉ (1866 - 1919),Muž s fajkou
Nevydražené,,VASTAGH GÉZA - PRIPISOVANÉ (1866 - 1919),Muž s fajkou
Cena v predaji:,1 400 €,VASTAGH GÉZA - PRIPISOVANÉ (1866 - 1919),Muž s fajkou
Poradové číslo:,102,TEUCHERT KÁROLY (1886 - 1926),Žena so zrkadielkom
Nevydražené,,TEUCHERT KÁROLY (1886 - 1926),Žena so zrkadielkom
Cena v predaji:,1 500 €,TEUCHERT KÁROLY (1886 - 1926),Žena so zrkadielkom
Poradové číslo:,103,PAP EMIL (1884 - 1945),Dievča s košíkom jabĺk
Vyvolávacia cena:,600 €,PAP EMIL (1884 - 1945),Dievča s košíkom jabĺk
Konečná cena:,500 €,PAP EMIL (1884 - 1945),Dievča s košíkom jabĺk
Poradové číslo:,104,SZÁSZ ENDRE (1926 - 2003),Žena s plavými vlasmi
Nevydražené,,SZÁSZ ENDRE (1926 - 2003),Žena s plavými vlasmi
Cena v predaji:,1 100 €,SZÁSZ ENDRE (1926 - 2003),Žena s plavými vlasmi
Poradové číslo:,105,NEZNÁMY STREDOEURÓPSKY MALIAR,Madonna della Sedia (podľa Raffaela Santi)
Vyvolávacia cena:,1 500 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Madonna della Sedia (podľa Raffaela Santi)
Konečná cena:,1 500 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Madonna della Sedia (podľa Raffaela Santi)
Poradové číslo:,106,DUGHET GASPARD - PRIPISOVANÉ (1615 - 1675),Mytologický výjav
Vyvolávacia cena:,2 000 €,DUGHET GASPARD - PRIPISOVANÉ (1615 - 1675),Mytologický výjav
Konečná cena:,1 600 €,DUGHET GASPARD - PRIPISOVANÉ (1615 - 1675),Mytologický výjav
Poradové číslo:,106A,BOUCHÉ JEAN FRANCOIS (? - 1773),Bajadéra
Vyvolávacia cena:,3 000 €,BOUCHÉ JEAN FRANCOIS (? - 1773),Bajadéra
Konečná cena:,3 000 €,BOUCHÉ JEAN FRANCOIS (? - 1773),Bajadéra
Poradové číslo:,107,NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma v klobúku
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma v klobúku
Cena v predaji:,800 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma v klobúku
Poradové číslo:,108,NEZNÁMY STREDOEURÓPSKY MALIAR,Nebeský voz
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Nebeský voz
Cena v predaji:,500 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Nebeský voz
Poradové číslo:,109,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Alegorická busta ženy
Nevydražené,,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Alegorická busta ženy
Cena v predaji:,1 500 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Alegorická busta ženy
Poradové číslo:,109A,NEZNÁMY NEMECKÝ MALIAR ,Kúpanie
Nevydražené,,NEZNÁMY NEMECKÝ MALIAR ,Kúpanie
Cena v predaji:,2 900 €,NEZNÁMY NEMECKÝ MALIAR ,Kúpanie
Poradové číslo:,110,FELIX KARL EUGEN (1837  - 1906),Akt v ateliéri
Vyvolávacia cena:,1 200 €,FELIX KARL EUGEN (1837  - 1906),Akt v ateliéri
Konečná cena:,1 200 €,FELIX KARL EUGEN (1837  - 1906),Akt v ateliéri
Poradové číslo:,110A,NEZNÁMY STREDOEURÓPSKY MALIAR,Piknik pri jazierku
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Piknik pri jazierku
Cena v predaji:,2 100 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Piknik pri jazierku
Poradové číslo:,111,STOITZNER KONSTANTIN (1863 - 1934),Pijan vína
Nevydražené,,STOITZNER KONSTANTIN (1863 - 1934),Pijan vína
Cena v predaji:,1 200 €,STOITZNER KONSTANTIN (1863 - 1934),Pijan vína
Poradové číslo:,112,PAEDE PAUL (1868 - 1929),Akt s vodnou fajkou
Nevydražené,,PAEDE PAUL (1868 - 1929),Akt s vodnou fajkou
Cena v predaji:,1 600 €,PAEDE PAUL (1868 - 1929),Akt s vodnou fajkou
Poradové číslo:,113,"BERRES (EDLER, PEREZ) JOZEF VON (1821 - 1912)",Na trhu
Nevydražené,,"BERRES (EDLER, PEREZ) JOZEF VON (1821 - 1912)",Na trhu
Cena v predaji:,800 €,"BERRES (EDLER, PEREZ) JOZEF VON (1821 - 1912)",Na trhu
Poradové číslo:,114,DOLL FRANZ - PRIPISOVANÉ (1899 - 1982),Usadlosť v zime
Nevydražené,,DOLL FRANZ - PRIPISOVANÉ (1899 - 1982),Usadlosť v zime
Cena v predaji:,1 800 €,DOLL FRANZ - PRIPISOVANÉ (1899 - 1982),Usadlosť v zime
Poradové číslo:,115,BUHLMAYER CONRAD (1835-1883),Pri horskom jazere
Nevydražené,,BUHLMAYER CONRAD (1835-1883),Pri horskom jazere
Cena v predaji:,1 800 €,BUHLMAYER CONRAD (1835-1883),Pri horskom jazere
Poradové číslo:,116,NEZNÁMY STREDOEURÓPSKY MALIAR,Pod hradom
Vyvolávacia cena:,1 200 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Pod hradom
Konečná cena:,1 200 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Pod hradom
Poradové číslo:,117,FRANCK ADOLF (1841 - 1929),Podvečerná krajina
Nevydražené,,FRANCK ADOLF (1841 - 1929),Podvečerná krajina
Cena v predaji:,1 800 €,FRANCK ADOLF (1841 - 1929),Podvečerná krajina
Poradové číslo:,118,HAAN A. (XIX - XX),Romantická krajina
Vyvolávacia cena:,1 800 €,HAAN A. (XIX - XX),Romantická krajina
Konečná cena:,1 800 €,HAAN A. (XIX - XX),Romantická krajina
Poradové číslo:,119,MONOGRAMISTA L.V. (XIX. - XX.),Stretnutie v lese
Nevydražené,,MONOGRAMISTA L.V. (XIX. - XX.),Stretnutie v lese
Cena v predaji:,500 €,MONOGRAMISTA L.V. (XIX. - XX.),Stretnutie v lese
Poradové číslo:,120,HILLER HEINRICH - PRIPISOVANÉ (1846 - 1912),Tetrov
Vyvolávacia cena:,250 €,HILLER HEINRICH - PRIPISOVANÉ (1846 - 1912),Tetrov
Konečná cena:,280 €,HILLER HEINRICH - PRIPISOVANÉ (1846 - 1912),Tetrov
Poradové číslo:,121,DIDIER JULES - PRIPISOVANÉ (1831 - 1914),Hon na líšku
Nevydražené,,DIDIER JULES - PRIPISOVANÉ (1831 - 1914),Hon na líšku
Cena v predaji:,1 000 €,DIDIER JULES - PRIPISOVANÉ (1831 - 1914),Hon na líšku
Poradové číslo:,122,FOLTÝN FRANTIŠEK (1891 - 1976),Krajina z Lomnej
Nevydražené,,FOLTÝN FRANTIŠEK (1891 - 1976),Krajina z Lomnej
Cena v predaji:,1 000 €,FOLTÝN FRANTIŠEK (1891 - 1976),Krajina z Lomnej
Poradové číslo:,123,PROCHÁZKA ANTONÍN (1882 - 1945),Žena s džbánom
Nevydražené,,PROCHÁZKA ANTONÍN (1882 - 1945),Žena s džbánom
Cena v predaji:,1 600 €,PROCHÁZKA ANTONÍN (1882 - 1945),Žena s džbánom
Poradové číslo:,124,JIŘIKOVSKÝ JOSEF (1892 - 1950),Sediaci akt
Nevydražené,,JIŘIKOVSKÝ JOSEF (1892 - 1950),Sediaci akt
Cena v predaji:,1 600 €,JIŘIKOVSKÝ JOSEF (1892 - 1950),Sediaci akt
Poradové číslo:,125,MAKOVSKÝ VINCENC (1900 - 1966),Matka s dieťaťom
Nevydražené,,MAKOVSKÝ VINCENC (1900 - 1966),Matka s dieťaťom
Cena v predaji:,1 000 €,MAKOVSKÝ VINCENC (1900 - 1966),Matka s dieťaťom
Poradové číslo:,126,LIDICKÝ KAREL (1900 - 1976),Matka s dieťaťom
Nevydražené,,LIDICKÝ KAREL (1900 - 1976),Matka s dieťaťom
Cena v predaji:,1 400 €,LIDICKÝ KAREL (1900 - 1976),Matka s dieťaťom
Poradové číslo:,127,BENDA BRETISLAV (1897 - 1983),Žena s dieťaťom
Vyvolávacia cena:,750 €,BENDA BRETISLAV (1897 - 1983),Žena s dieťaťom
Konečná cena:,750 €,BENDA BRETISLAV (1897 - 1983),Žena s dieťaťom
Poradové číslo:,128,JAN BAUCH (1898 - 1995),Akt
Nevydražené,,JAN BAUCH (1898 - 1995),Akt
Cena v predaji:,600 €,JAN BAUCH (1898 - 1995),Akt
Poradové číslo:,129,ANDERLE JIŘÍ (1936),Zaľúbený sedliacky pár (podla Dürera)
Nevydražené,,ANDERLE JIŘÍ (1936),Zaľúbený sedliacky pár (podla Dürera)
Cena v predaji:,400 €,ANDERLE JIŘÍ (1936),Zaľúbený sedliacky pár (podla Dürera)
Poradové číslo:,130,PRUKNER ŠTEFAN (1931 - 2011),Figuratívna kompozícia
Vyvolávacia cena:,600 €,PRUKNER ŠTEFAN (1931 - 2011),Figuratívna kompozícia
Konečná cena:,650 €,PRUKNER ŠTEFAN (1931 - 2011),Figuratívna kompozícia
Poradové číslo:,131,PRUKNER ŠTEFAN (1931 - 2011),Krajina
Vyvolávacia cena:,350 €,PRUKNER ŠTEFAN (1931 - 2011),Krajina
Konečná cena:,350 €,PRUKNER ŠTEFAN (1931 - 2011),Krajina
Poradové číslo:,132,PRUKNER ŠTEFAN (1931 - 2011),Žena - V uličke
Vyvolávacia cena:,350 €,PRUKNER ŠTEFAN (1931 - 2011),Žena - V uličke
Konečná cena:,350 €,PRUKNER ŠTEFAN (1931 - 2011),Žena - V uličke
Poradové číslo:,133,TILLNER MICHAL (1895 - 1975),Horská krajina
Vyvolávacia cena:,380 €,TILLNER MICHAL (1895 - 1975),Horská krajina
Konečná cena:,430 €,TILLNER MICHAL (1895 - 1975),Horská krajina
Poradové číslo:,134,KOLLER JÚLIUS (1939 - 2007),Nová Bystrica
Nevydražené,,KOLLER JÚLIUS (1939 - 2007),Nová Bystrica
Cena v predaji:,1 500 €,KOLLER JÚLIUS (1939 - 2007),Nová Bystrica
Poradové číslo:,135,KUDLÁČ FRANTIŠEK (1909 - 1990),Postava zo Shakespeara II.
Vyvolávacia cena:,250 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Postava zo Shakespeara II.
Konečná cena:,350 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Postava zo Shakespeara II.
Poradové číslo:,136,KUDLÁČ FRANTIŠEK (1909 - 1990),Kacírka
Vyvolávacia cena:,900 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Kacírka
Konečná cena:,700 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Kacírka
Poradové číslo:,137,ILAVSKÝ JÁN (1924 - 2004),Žena s papagájom
Vyvolávacia cena:,700 €,ILAVSKÝ JÁN (1924 - 2004),Žena s papagájom
Konečná cena:,700 €,ILAVSKÝ JÁN (1924 - 2004),Žena s papagájom
Poradové číslo:,138,ŠIMURDA MILOŠ (1924),Venezia I.
Vyvolávacia cena:,180 €,ŠIMURDA MILOŠ (1924),Venezia I.
Konečná cena:,300 €,ŠIMURDA MILOŠ (1924),Venezia I.
Poradové číslo:,139,ŠIMURDA MILOŠ (1924),Venezia II.
Vyvolávacia cena:,180 €,ŠIMURDA MILOŠ (1924),Venezia II.
Konečná cena:,180 €,ŠIMURDA MILOŠ (1924),Venezia II.
Poradové číslo:,140,LALUHA MILAN (1930 - 2013),Autoportrét
Nevydražené,,LALUHA MILAN (1930 - 2013),Autoportrét
Cena v predaji:,1 800 €,LALUHA MILAN (1930 - 2013),Autoportrét
Poradové číslo:,141,LALUHA MILAN (1930 - 2013),Biely chlap
Nevydražené,,LALUHA MILAN (1930 - 2013),Biely chlap
Cena v predaji:,7 000 €,LALUHA MILAN (1930 - 2013),Biely chlap
Poradové číslo:,142,LALUHA MILAN (1930 - 2013),Medzi stromami
Vyvolávacia cena:,9 000 €,LALUHA MILAN (1930 - 2013),Medzi stromami
Konečná cena:,7 200 €,LALUHA MILAN (1930 - 2013),Medzi stromami
Poradové číslo:,143,LALUHA MILAN (1930 - 2013),Žena so šatkou
Vyvolávacia cena:,5 000 €,LALUHA MILAN (1930 - 2013),Žena so šatkou
Konečná cena:,4 000 €,LALUHA MILAN (1930 - 2013),Žena so šatkou
Poradové číslo:,144,LALUHA MILAN (1930 - 2013),Žena v šatke
Vyvolávacia cena:,6 000 €,LALUHA MILAN (1930 - 2013),Žena v šatke
Konečná cena:,6 000 €,LALUHA MILAN (1930 - 2013),Žena v šatke
Poradové číslo:,145,LALUHA MILAN (1930 - 2013),Z poľa
Vyvolávacia cena:,1 500 €,LALUHA MILAN (1930 - 2013),Z poľa
Konečná cena:,1 200 €,LALUHA MILAN (1930 - 2013),Z poľa
Poradové číslo:,146,RUDAVSKÝ ANDREJ (1933),Hlava
Vyvolávacia cena:,800 €,RUDAVSKÝ ANDREJ (1933),Hlava
Konečná cena:,800 €,RUDAVSKÝ ANDREJ (1933),Hlava
Poradové číslo:,147,MOŤOVSKÝ VLADIMÍR (1928),Cyril a Metod
Vyvolávacia cena:,250 €,MOŤOVSKÝ VLADIMÍR (1928),Cyril a Metod
Konečná cena:,250 €,MOŤOVSKÝ VLADIMÍR (1928),Cyril a Metod
Poradové číslo:,148,KOMPÁNEK VLADIMÍR (1927 - 2011),Žena v šatke
Vyvolávacia cena:,900 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Žena v šatke
Konečná cena:,700 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Žena v šatke
Poradové číslo:,149,KRIVOŠ RUDOLF (1933),Horúci laz III.
Vyvolávacia cena:,4 500 €,KRIVOŠ RUDOLF (1933),Horúci laz III.
Konečná cena:,4 500 €,KRIVOŠ RUDOLF (1933),Horúci laz III.
Poradové číslo:,150,STUDENÝ MICHAL (1939),Románsky kostolík
Nevydražené,,STUDENÝ MICHAL (1939),Románsky kostolík
Cena v predaji:,800 €,STUDENÝ MICHAL (1939),Románsky kostolík
Poradové číslo:,151,BÁRTFAY TIBOR (1922 - 2015),Maska
Vyvolávacia cena:,1 500 €,BÁRTFAY TIBOR (1922 - 2015),Maska
Konečná cena:,1 500 €,BÁRTFAY TIBOR (1922 - 2015),Maska
Poradové číslo:,152,BÁRTFAY TIBOR (1922 - 2015),Magická dedina
Vyvolávacia cena:,1 500 €,BÁRTFAY TIBOR (1922 - 2015),Magická dedina
Konečná cena:,1 200 €,BÁRTFAY TIBOR (1922 - 2015),Magická dedina
Poradové číslo:,153,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Akt
Nevydražené,,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Akt
Cena v predaji:,900 €,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Akt
Poradové číslo:,154,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Jesenné meditácie
Vyvolávacia cena:,300 €,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Jesenné meditácie
Konečná cena:,650 €,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Jesenné meditácie
Poradové číslo:,155,KĽÚČIK PETER (1953),V rajskej záhrade (Zoológia) I.
Vyvolávacia cena:,4 900 €,KĽÚČIK PETER (1953),V rajskej záhrade (Zoológia) I.
Konečná cena:,8 100 €,KĽÚČIK PETER (1953),V rajskej záhrade (Zoológia) I.
Poradové číslo:,156,KĽÚČIK PETER (1953),V rajskej záhrade (Zoológia) II.
Vyvolávacia cena:,4 900 €,KĽÚČIK PETER (1953),V rajskej záhrade (Zoológia) II.
Konečná cena:,8 300 €,KĽÚČIK PETER (1953),V rajskej záhrade (Zoológia) II.
Poradové číslo:,157,KĽÚČIK PETER (1953),Laokoón
Vyvolávacia cena:,60 €,KĽÚČIK PETER (1953),Laokoón
Konečná cena:,100 €,KĽÚČIK PETER (1953),Laokoón
