name,piece,id,nevydražené,poradové_číslo,vyvolávacia_cena,konečná_cena,cena_v predaji,odhadovaná_cena,vysledok
FILA RUDOLF (1932 - 2015),Premaľba (Gustav Klimt) I.,FILA RUDOLF (1932 - 2015) Premaľba (Gustav Klimt) I.,NA,229,250,400,NA,NA,150
FILA RUDOLF (1932 - 2015),Premaľba (Gustav Klimt) II.,FILA RUDOLF (1932 - 2015) Premaľba (Gustav Klimt) II.,NA,230,250,250,NA,NA,0
FILA RUDOLF (1932 - 2015),Premaľba premaľby ničoho,FILA RUDOLF (1932 - 2015) Premaľba premaľby ničoho,NA,232,700,NA,NA,NA,NA
FILA RUDOLF (1932 - 2015),Príbeh,FILA RUDOLF (1932 - 2015) Príbeh,NA,234,6500,5200,NA,NA,-1300
FILA RUDOLF (1932 - 2015),Prsník (intervencia),FILA RUDOLF (1932 - 2015) Prsník (intervencia),NA,217,3500,NA,NA,NA,NA
FILA RUDOLF (1932 - 2015),Romantizmus „rudého“ vodcu,FILA RUDOLF (1932 - 2015) Romantizmus „rudého“ vodcu,NA,57,NA,NA,NA,NA,NA
FILA RUDOLF (1932 - 2015),Stratený profil,FILA RUDOLF (1932 - 2015) Stratený profil,NA,216,3600,NA,NA,NA,NA
FILA RUDOLF (1932 - 2015),Torzo,FILA RUDOLF (1932 - 2015) Torzo,NA,299,1800,NA,NA,NA,NA
FILA RUDOLF (1932 - 2015),V ťahu,FILA RUDOLF (1932 - 2015) V ťahu,NA,235,600,500,NA,NA,-100
FILA RUDOLF (1932 - 2015),Zápalné,FILA RUDOLF (1932 - 2015) Zápalné,NA,218,2500,2e3,NA,NA,-500
FILA RUDOLF (1932),Fešiak,FILA RUDOLF (1932) Fešiak,NA,227,2200,NA,NA,NA,NA
FILA RUDOLF (1932),Pokus o úlet,FILA RUDOLF (1932) Pokus o úlet,NA,75,NA,9e3,NA,"9 000,00 - 10 000,00 €",NA
FILA RUDOLF (1932),Protiúder,FILA RUDOLF (1932) Protiúder,NA,226,5200,NA,NA,NA,NA
FILEP ŠTEFAN (1954),Aktík,FILEP ŠTEFAN (1954) Aktík,NA,200,350,NA,NA,NA,NA
FILEP ŠTEFAN (1954),Pohľad na Liptovský hrádok,FILEP ŠTEFAN (1954) Pohľad na Liptovský hrádok,NA,46,400,320,NA,NA,-80
FILKO STANO (1937 - 2015),"Asociácie (Priestor, energia, odvaha, plodnosť)","FILKO STANO (1937 - 2015) Asociácie (Priestor, energia, odvaha, plodnosť)",NA,79,NA,18e3,NA,18 000 – 20 000 €,NA
FILKO STANO (1937 - 2015),Cesta života I,FILKO STANO (1937 - 2015) Cesta života I,NA,258,1200,1200,NA,NA,0
FILKO STANO (1937 - 2015),Cesta života II,FILKO STANO (1937 - 2015) Cesta života II,NA,257,1200,1200,NA,NA,0
FILKO STANO (1937 - 2015),Cesta života III,FILKO STANO (1937 - 2015) Cesta života III,NA,256,1200,1200,NA,NA,0
FILKO STANO (1937 - 2015),Čierne na bielom - biele na bielom,FILKO STANO (1937 - 2015) Čierne na bielom - biele na bielom,NA,84,NA,9200,NA,9 000 – 11 000 €,NA
FILKO STANO (1937 - 2015),Emotion (On the ceiling) I,FILKO STANO (1937 - 2015) Emotion (On the ceiling) I,NA,244,300,300,NA,NA,0
FILKO STANO (1937 - 2015),Proces,FILKO STANO (1937 - 2015) Proces,NA,255,1200,1200,NA,NA,0
FILKO STANO (1937 - 2015),Proces II,FILKO STANO (1937 - 2015) Proces II,NA,254,1200,1200,NA,NA,0
FILKO STANO (1937 - 2015),Žena - Venuša – Šeherezáda,FILKO STANO (1937 - 2015) Žena - Venuša – Šeherezáda,NA,82,NA,8e3,NA,6 000 – 8 000 €,NA
FILKO STANO (1937 -2015),Mesto,FILKO STANO (1937 -2015) Mesto,NA,95,NA,12800,NA,"10 000,00 - 12 000,00 €",NA
FILKO STANO (1937),Emotion (On the ceiling) II,FILKO STANO (1937) Emotion (On the ceiling) II,NA,245,300,NA,NA,NA,NA
FILKO STANO (1937),Eva,FILKO STANO (1937) Eva,NA,58,NA,24e3,NA,"23 000,00 – 25 000,00 €",NA
FILKO STANO (1937),Figurálna kompozícia,FILKO STANO (1937) Figurálna kompozícia,NA,197,14e3,11200,NA,NA,-2800
FILKO STANO (1937),"Hlava / Pištol (obojstranne maľované), z cyklu Ironická mystifikácia","FILKO STANO (1937) Hlava / Pištol (obojstranne maľované), z cyklu Ironická mystifikácia",NA,231,3800,3800,NA,NA,0
FILKO STANO (1937),Kompozícia,FILKO STANO (1937) Kompozícia,NA,262,3e3,6e3,NA,NA,3e3
FILKO STANO (1937),Mapa sveta so ženskými figúrami I.,FILKO STANO (1937) Mapa sveta so ženskými figúrami I.,NA,227,1800,3e3,NA,NA,1200
FILKO STANO (1937),Mapa sveta so ženskými figúrami II.,FILKO STANO (1937) Mapa sveta so ženskými figúrami II.,NA,228,1800,4e3,NA,NA,2200
FILKO STANO (1937),Objekt,FILKO STANO (1937) Objekt,NA,76,NA,NA,NA,NA,NA
FILKO STANO (1937),Postavy,FILKO STANO (1937) Postavy,NA,229,500,500,NA,NA,0
FILKO STANO (1937),Slovak Šeherezáda - Ironická mystifikácia (obojstranne maľované),FILKO STANO (1937) Slovak Šeherezáda - Ironická mystifikácia (obojstranne maľované),NA,273,2500,2e3,NA,NA,-500
FILKO STANO (1937),Slovak Šeherezáda – Šiška,FILKO STANO (1937) Slovak Šeherezáda – Šiška,NA,60,NA,5200,NA,3 000 – 6 000 €,NA
"FILKO STANO, LAKY MIROSLAV, ZAVARSKÝ JÁN","Tubus (zo série ""Biely priestor v bielom priestore"")","FILKO STANO, LAKY MIROSLAV, ZAVARSKÝ JÁN Tubus (zo série ""Biely priestor v bielom priestore"")",NA,328,1100,1650,NA,NA,550
FILLA EMIL (1882 - 1952),Materstvo,FILLA EMIL (1882 - 1952) Materstvo,NA,74,NA,3e3,NA,"2 500,00 - 3 500,00 €",NA
FILLIPPINI (XIX.),Pobrežie južného Francúzska,FILLIPPINI (XIX.) Pobrežie južného Francúzska,NA,155,2500,NA,NA,NA,NA
FILO JULIÁN (1921 - 2007),Dvaja ľudia,FILO JULIÁN (1921 - 2007) Dvaja ľudia,NA,231,800,NA,NA,NA,NA
FIŠÁREK ALOIS (1906 - 1980),Pri jazere,FIŠÁREK ALOIS (1906 - 1980) Pri jazere,NA,208,1700,NA,NA,NA,NA
FISCHER DANIEL (1950),Kompozícia,FISCHER DANIEL (1950) Kompozícia,NA,221,200,NA,NA,NA,NA
FISCHHOF GEORG - PRIPISOVANÉ (1859 - 1914),Ischia,FISCHHOF GEORG - PRIPISOVANÉ (1859 - 1914) Ischia,NA,184,450,NA,NA,NA,NA
FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Horná Strieborná ulica v Banskej Bystrici,FLACHÉ JÚLIUS (GYULA) (1892 - 1967) Horná Strieborná ulica v Banskej Bystrici,NA,80,2500,2e3,NA,NA,-500
FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Kytica pivónií,FLACHÉ JÚLIUS (GYULA) (1892 - 1967) Kytica pivónií,NA,79,800,650,NA,NA,-150
FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Na predmestí Banskej Bystrice,FLACHÉ JÚLIUS (GYULA) (1892 - 1967) Na predmestí Banskej Bystrice,NA,94,850,1e3,NA,NA,150
FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Portrét Sándora Petőfiho,FLACHÉ JÚLIUS (GYULA) (1892 - 1967) Portrét Sándora Petőfiho,NA,77,4500,NA,NA,NA,NA
FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Predmestie Bystrice v zime,FLACHÉ JÚLIUS (GYULA) (1892 - 1967) Predmestie Bystrice v zime,NA,78,800,850,NA,NA,50
FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Priateľky,FLACHÉ JÚLIUS (GYULA) (1892 - 1967) Priateľky,NA,78,2500,NA,NA,NA,NA
FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Svätá rodina,FLACHÉ JÚLIUS (GYULA) (1892 - 1967) Svätá rodina,NA,76,9900,NA,NA,NA,NA
FOLTÝN FRANTIŠEK (1891 - 1976),Dedina s telegrafným stĺpom,FOLTÝN FRANTIŠEK (1891 - 1976) Dedina s telegrafným stĺpom,NA,240,450,NA,NA,NA,NA
FOLTÝN FRANTIŠEK (1891 - 1976),Dedinský dvor,FOLTÝN FRANTIŠEK (1891 - 1976) Dedinský dvor,NA,21,NA,2900,NA,3 000 - 4 000 €,NA
FOLTÝN FRANTIŠEK (1891 - 1976),Kompozícia,FOLTÝN FRANTIŠEK (1891 - 1976) Kompozícia,NA,68,NA,NA,NA,NA,NA
FOLTÝN FRANTIŠEK (1891 - 1976),Rodina (Na periférii),FOLTÝN FRANTIŠEK (1891 - 1976) Rodina (Na periférii),NA,46,NA,28e3,NA,"28 000,00 – 32 000,00 €",NA
FRAGONARD JEAN HONORÉ – NASLEDOVNÍK (1732 - 1806),Galantná scéna,FRAGONARD JEAN HONORÉ – NASLEDOVNÍK (1732 - 1806) Galantná scéna,NA,149,2500,2500,NA,NA,0
FRANCK ADOLF (1841 - 1929),Podvečerná krajina,FRANCK ADOLF (1841 - 1929) Podvečerná krajina,NA,117,NA,NA,1 800 €,NA,NA
FRANKO JOZEF (1951),Pieta,FRANKO JOZEF (1951) Pieta,NA,6,950,NA,NA,NA,NA
FRANZ GOTTSTEIN (XIX.),Sklenený pohár s mytologickým výjavom,FRANZ GOTTSTEIN (XIX.) Sklenený pohár s mytologickým výjavom,NA,226,3900,NA,NA,NA,NA
FREŠO VIKTOR  (1974),Viki,FREŠO VIKTOR  (1974) Viki,NA,94,NA,6800,NA,7 000 – 8 000 €,NA
FREŠO VIKTOR (1974),Art is Nice 063,FREŠO VIKTOR (1974) Art is Nice 063,NA,257,3500,NA,NA,NA,NA
FREŠO VIKTOR (1974),Boh je láska,FREŠO VIKTOR (1974) Boh je láska,NA,97,NA,5200,NA,"5 000,00 – 6 000,00 €",NA
FREŠO VIKTOR (1974),Jesus guitar,FREŠO VIKTOR (1974) Jesus guitar,NA,85,NA,NA,NA,NA,NA
FREŠO VIKTOR (1974),Pičus,FREŠO VIKTOR (1974) Pičus,NA,76,NA,4500,NA,5 000 - 7 000 €,NA
FREŠO VIKTOR (1974),Raketa I,FREŠO VIKTOR (1974) Raketa I,NA,134,250,NA,NA,NA,NA
FRIED PÁL (1893 - 1976),Krasojazdkyňa,FRIED PÁL (1893 - 1976) Krasojazdkyňa,NA,153,900,900,NA,NA,0
FRIED PÁL (1893 - 1976),Z Alžírska,FRIED PÁL (1893 - 1976) Z Alžírska,NA,141,800,NA,NA,NA,NA
FRÖHLICH KUBO (1976),Čím budem? (Zlatník),FRÖHLICH KUBO (1976) Čím budem? (Zlatník),NA,149,200,200,NA,NA,0
FROLKA ARNOŠT (1877 - 1935),Moravský žáner,FROLKA ARNOŠT (1877 - 1935) Moravský žáner,NA,165,NA,30,NA,NA,NA
FULIEROVÁ KVETA (1932),Jarné prelúdium II.,FULIEROVÁ KVETA (1932) Jarné prelúdium II.,NA,53,300,NA,NA,NA,NA
FULIEROVÁ KVETA (1932),"Sonáta o červenom kvete II. (Z cyklu ""Kaktusy"")","FULIEROVÁ KVETA (1932) Sonáta o červenom kvete II. (Z cyklu ""Kaktusy"")",NA,54,300,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Cestou domov,FULLA ĽUDOVÍT (1902 - 1980) Cestou domov,NA,96,1e3,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Chalupa pod stromami,FULLA ĽUDOVÍT (1902 - 1980) Chalupa pod stromami,NA,92,600,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Cyril a Metod,FULLA ĽUDOVÍT (1902 - 1980) Cyril a Metod,NA,63,NA,NA,700 €,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Deti v lese,FULLA ĽUDOVÍT (1902 - 1980) Deti v lese,NA,89,1900,3400,NA,NA,1500
FULLA ĽUDOVÍT (1902 - 1980),Dievča,FULLA ĽUDOVÍT (1902 - 1980) Dievča,NA,116,600,500,NA,NA,-100
FULLA ĽUDOVÍT (1902 - 1980),Hrad (Ilustrácia),FULLA ĽUDOVÍT (1902 - 1980) Hrad (Ilustrácia),NA,90,3500,NA,NA,NA,NA
FULLA LUDOVÍT (1902 - 1980),Ilustrácie k Jánošíkovi (5 linoleorytov),FULLA LUDOVÍT (1902 - 1980) Ilustrácie k Jánošíkovi (5 linoleorytov),NA,97,1500,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Jánošík,FULLA ĽUDOVÍT (1902 - 1980) Jánošík,NA,91,1200,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Jánošíkova družina,FULLA ĽUDOVÍT (1902 - 1980) Jánošíkova družina,NA,88,3800,1e4,NA,NA,6200
FULLA ĽUDOVÍT (1902 - 1980),Krajina,FULLA ĽUDOVÍT (1902 - 1980) Krajina,NA,117,500,400,NA,NA,-100
FULLA ĽUDOVÍT (1902 - 1980),Mamka zo Sedikartu,FULLA ĽUDOVÍT (1902 - 1980) Mamka zo Sedikartu,NA,51,NA,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Narodenie,FULLA ĽUDOVÍT (1902 - 1980) Narodenie,NA,103,300,600,NA,NA,300
FULLA ĽUDOVÍT (1902 - 1980),Oravský hrad (Ilustrácia),FULLA ĽUDOVÍT (1902 - 1980) Oravský hrad (Ilustrácia),NA,114,2800,2250,NA,NA,-550
FULLA ĽUDOVÍT (1902 - 1980),Otčenáš,FULLA ĽUDOVÍT (1902 - 1980) Otčenáš,NA,32,NA,95e3,NA,95 000 - 105 000 €,NA
FULLA ĽUDOVÍT (1902 - 1980),PF 1979,FULLA ĽUDOVÍT (1902 - 1980) PF 1979,NA,105,100,190,NA,NA,90
FULLA LUDOVÍT (1902 - 1980),Portrét starého muža,FULLA LUDOVÍT (1902 - 1980) Portrét starého muža,NA,107,8e3,8e3,NA,NA,0
FULLA LUDOVÍT (1902 - 1980),Portrét staršieho muža,FULLA LUDOVÍT (1902 - 1980) Portrét staršieho muža,NA,101,15e3,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Revúcka rodina,FULLA ĽUDOVÍT (1902 - 1980) Revúcka rodina,NA,50,NA,NA,NA,NA,NA
FULLA ĽUDOVÍT (1902 - 1980),Starý Martin,FULLA ĽUDOVÍT (1902 - 1980) Starý Martin,NA,97,1800,1800,NA,NA,0
FULLA ĽUDOVÍT (1902 - 1980),Vazovova ulica v Bratislave,FULLA ĽUDOVÍT (1902 - 1980) Vazovova ulica v Bratislave,NA,115,900,900,NA,NA,0
FULLA ĽUDOVÍT (1902 - 1980),Vták nad Casablancou,FULLA ĽUDOVÍT (1902 - 1980) Vták nad Casablancou,NA,91,300,400,NA,NA,100
FULLA ĽUDOVÍT (1902 - 1980),Ždiaranka,FULLA ĽUDOVÍT (1902 - 1980) Ždiaranka,NA,102,350,350,NA,NA,0
FULLA ĽUDOVÍT (1902 - 1980),Žena zo Ždiaru,FULLA ĽUDOVÍT (1902 - 1980) Žena zo Ždiaru,NA,96,700,NA,NA,NA,NA
FULLA LUDOVÍT (1902 - 1980),Zvestovanie,FULLA LUDOVÍT (1902 - 1980) Zvestovanie,NA,104,300,700,NA,NA,400
FULLA ĽUDOVÍT (1902 - 1980),Zvestovanie,FULLA ĽUDOVÍT (1902 - 1980) Zvestovanie,NA,93,1e3,NA,NA,NA,NA
FYT JAN – PRIPISOVANÉ (1611 - 1661),Poľovnícke zátišie,FYT JAN – PRIPISOVANÉ (1611 - 1661) Poľovnícke zátišie,NA,155,7e3,NA,NA,NA,NA
GAAL BARENT - PODĽA (1630 - 1698),Flámsky statok,GAAL BARENT - PODĽA (1630 - 1698) Flámsky statok,NA,188,2800,NA,NA,NA,NA
GAAL FERENC (1891 - 1956),V parku,GAAL FERENC (1891 - 1956) V parku,NA,164,1800,NA,NA,NA,NA
GAAL FERENC (1891 - 1956),Vyberanie zemiakov,GAAL FERENC (1891 - 1956) Vyberanie zemiakov,NA,153,1300,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Akt – čítajúca,GALANDA MIKULÁŠ (1895 - 1938) Akt – čítajúca,NA,125,500,400,NA,NA,-100
GALANDA MIKULÁŠ (1895 - 1938),Matka s dieťaťom,GALANDA MIKULÁŠ (1895 - 1938) Matka s dieťaťom,NA,123,900,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Na pastve,GALANDA MIKULÁŠ (1895 - 1938) Na pastve,NA,49,NA,7600,NA,"7 000,00 - 8 000,00 €",NA
GALANDA MIKULÁŠ (1895 - 1938),Pozdravenie,GALANDA MIKULÁŠ (1895 - 1938) Pozdravenie,NA,41,NA,2900,NA,"2 500,00 – 3 500,00 €",NA
GALANDA MIKULÁŠ (1895 - 1938),Práčka,GALANDA MIKULÁŠ (1895 - 1938) Práčka,NA,39,NA,25e3,NA,25 000 – 30 000 €,NA
GALANDA MIKULÁŠ (1895 - 1938),Pred obrazom Madony (Zamyslená),GALANDA MIKULÁŠ (1895 - 1938) Pred obrazom Madony (Zamyslená),NA,97,3e3,5e3,NA,NA,2e3
GALANDA MIKULÁŠ (1895 - 1938),Ráno,GALANDA MIKULÁŠ (1895 - 1938) Ráno,NA,52,NA,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Šašo,GALANDA MIKULÁŠ (1895 - 1938) Šašo,NA,62,NA,NA,1 200 €,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Sediaca.,GALANDA MIKULÁŠ (1895 - 1938) Sediaca.,NA,124,900,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Smútok,GALANDA MIKULÁŠ (1895 - 1938) Smútok,NA,122,900,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Snenie,GALANDA MIKULÁŠ (1895 - 1938) Snenie,NA,40,NA,78e3,NA,80 000 - 100 000 €,NA
GALANDA MIKULÁŠ (1895 - 1938),Stojaci akt,GALANDA MIKULÁŠ (1895 - 1938) Stojaci akt,NA,98,300,300,NA,NA,0
GALANDA MIKULÁŠ (1895 - 1938),Štúdie dvoch ženských aktov (obojstranne kreslené),GALANDA MIKULÁŠ (1895 - 1938) Štúdie dvoch ženských aktov (obojstranne kreslené),NA,95,2300,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Víno,GALANDA MIKULÁŠ (1895 - 1938) Víno,NA,90,15e3,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Žena s kvietkom,GALANDA MIKULÁŠ (1895 - 1938) Žena s kvietkom,NA,98,3e3,NA,NA,NA,NA
GALANDA MIKULÁŠ (1895 - 1938),Žena s kvietkom,GALANDA MIKULÁŠ (1895 - 1938) Žena s kvietkom,NA,96,3e3,3600,NA,NA,600
GALANDA MIKULÁŠ (1895 - 1938),Žena s podopretou rukou,GALANDA MIKULÁŠ (1895 - 1938) Žena s podopretou rukou,NA,100,3e3,4200,NA,NA,1200
GANDL LADISLAV (1919 - 1992),Jeseň,GANDL LADISLAV (1919 - 1992) Jeseň,NA,34,250,250,NA,NA,0
GANDLOVÁ KVETA (1926 - 2004),Havrania žena,GANDLOVÁ KVETA (1926 - 2004) Havrania žena,NA,41,100,100,NA,NA,0
GANDLOVÁ KVETA (1926 - 2004),Kvet,GANDLOVÁ KVETA (1926 - 2004) Kvet,NA,31,200,NA,NA,NA,NA
GANDLOVÁ KVETA (1926 - 2004),S knihou,GANDLOVÁ KVETA (1926 - 2004) S knihou,NA,46,200,200,NA,NA,0
GANDLOVÁ KVETA (1926 - 2004),Sediace dievča,GANDLOVÁ KVETA (1926 - 2004) Sediace dievča,NA,45,50,50,NA,NA,0
GANDLOVÁ KVETA (1926 - 2004),Tanečnice,GANDLOVÁ KVETA (1926 - 2004) Tanečnice,NA,44,200,230,NA,NA,30
GANDLOVÁ KVETA (1926 - 2004),V kaviarni,GANDLOVÁ KVETA (1926 - 2004) V kaviarni,NA,138,400,400,NA,NA,0
GANDLOVÁ KVETA (1926 - 2004),Žena s ružou,GANDLOVÁ KVETA (1926 - 2004) Žena s ružou,NA,47,200,200,NA,NA,0
GARDET C. (XIX. - XX.),Somárik,GARDET C. (XIX. - XX.) Somárik,NA,171,800,NA,NA,NA,NA
GAŠPAR MILAN (1926),Pohľad na Bratislavský hrad od Slavína,GAŠPAR MILAN (1926) Pohľad na Bratislavský hrad od Slavína,NA,28,1500,1500,NA,NA,0
GAVAGNIN NATALE - PRIPISOVANÉ (1851 - 1923),Z Benátok I.,GAVAGNIN NATALE - PRIPISOVANÉ (1851 - 1923) Z Benátok I.,NA,194,300,350,NA,NA,50
GAVAGNIN NATALE - PRIPISOVANÉ (1851 - 1923),Z Benátok II.,GAVAGNIN NATALE - PRIPISOVANÉ (1851 - 1923) Z Benátok II.,NA,193,300,350,NA,NA,50
GAŽOVIČ VLADIMÍR (1939),Chamtivosť III,GAŽOVIČ VLADIMÍR (1939) Chamtivosť III,NA,284,250,350,NA,NA,100
GAŽOVIČ VLADIMÍR (1939),Chamtivosť III.,GAŽOVIČ VLADIMÍR (1939) Chamtivosť III.,NA,282,400,NA,NA,NA,NA
GAŽOVIČ VLADIMÍR (1939),Evičkine hulla – hoop,GAŽOVIČ VLADIMÍR (1939) Evičkine hulla – hoop,NA,257,900,1550,NA,NA,650
GAŽOVIČ VLADIMÍR (1939),Jazero E. A. Poea,GAŽOVIČ VLADIMÍR (1939) Jazero E. A. Poea,NA,283,300,300,NA,NA,0
GAŽOVIČ VLADIMÍR (1939),Josefovi Sudkovi,GAŽOVIČ VLADIMÍR (1939) Josefovi Sudkovi,NA,281,400,500,NA,NA,100
GAŽOVIČ VLADIMÍR (1939),Pocta Jozefovi Sudkovi,GAŽOVIČ VLADIMÍR (1939) Pocta Jozefovi Sudkovi,NA,158,700,700,NA,NA,0
GAŽOVIČ VLADIMÍR (1939),Secesné parohy,GAŽOVIČ VLADIMÍR (1939) Secesné parohy,NA,209,500,NA,NA,NA,NA
GAŽOVIČ VLADIMÍR (1939),V znamení zverokruhu I.,GAŽOVIČ VLADIMÍR (1939) V znamení zverokruhu I.,NA,283,400,NA,NA,NA,NA
GAŽOVIČ VLADIMÍR (1939),V znamení zverokruhu II,GAŽOVIČ VLADIMÍR (1939) V znamení zverokruhu II,NA,282,300,300,NA,NA,0
GAŽOVIČ VLADIMÍR (1939),Zátišie s kométou,GAŽOVIČ VLADIMÍR (1939) Zátišie s kométou,NA,248,600,550,NA,NA,-50
GEIGER RICHARD (1872 - 1945),Alegorický poloakt ženy,GEIGER RICHARD (1872 - 1945) Alegorický poloakt ženy,NA,126,3e3,NA,NA,NA,NA
GEIGER RICHARD (1872 - 1945),Kolombína,GEIGER RICHARD (1872 - 1945) Kolombína,NA,100,500,400,NA,NA,-100
GEIGER RICHARD (1872 - 1945),Pierot a Kolombína,GEIGER RICHARD (1872 - 1945) Pierot a Kolombína,NA,138,900,900,NA,NA,0
GEIGER RICHARD (1872 - 1945),V háreme,GEIGER RICHARD (1872 - 1945) V háreme,NA,151,800,NA,NA,NA,NA
GERGELY IMRE (1868 - 1914),Matka s dcérou v záhrade,GERGELY IMRE (1868 - 1914) Matka s dcérou v záhrade,NA,140,1200,NA,NA,NA,NA
GERGELY IMRE (1868 - 1914),Na kvetinovej terase,GERGELY IMRE (1868 - 1914) Na kvetinovej terase,NA,133,600,600,NA,NA,0
GERGELY IMRE (1868 - 1914),Na kvetinovom trhu,GERGELY IMRE (1868 - 1914) Na kvetinovom trhu,NA,148,900,900,NA,NA,0
GERGELY IMRE (1868 - 1914),Na prechádzke v parku,GERGELY IMRE (1868 - 1914) Na prechádzke v parku,NA,168,900,900,NA,NA,0
GERGELY IMRE (1868 - 1914),Trh v prístave I.,GERGELY IMRE (1868 - 1914) Trh v prístave I.,NA,129,1e3,1e3,NA,NA,0
GERGELY IMRE (1868 - 1914),Trh v prístave II.,GERGELY IMRE (1868 - 1914) Trh v prístave II.,NA,130,1e3,NA,NA,NA,NA
GERGELY IMRE (1868 - 1914),Záhradná slávnosť,GERGELY IMRE (1868 - 1914) Záhradná slávnosť,NA,150,1800,NA,NA,NA,NA
GERONE KAZACSAY (1872-?),Portrét dievčaťa,GERONE KAZACSAY (1872-?) Portrét dievčaťa,NA,134,500,NA,NA,NA,NA
GINOVSKÝ (GINOVSZKY) JOZEF (1800 - 1857),Orol a kamzík,GINOVSKÝ (GINOVSZKY) JOZEF (1800 - 1857) Orol a kamzík,NA,4,NA,8200,NA,"8 000 – 9 000 ,€",NA
GINOVSKÝ (GINOVSZKY) JOZEF (1800 - 1857),Pod hradom,GINOVSKÝ (GINOVSZKY) JOZEF (1800 - 1857) Pod hradom,NA,60,2800,NA,NA,NA,NA
GLATTER ARMIN (1861 - 1931),Pri upratovaní,GLATTER ARMIN (1861 - 1931) Pri upratovaní,NA,128,600,NA,NA,NA,NA
GLOD ADAM ALOJZ (1907 - 1952),Kriváň,GLOD ADAM ALOJZ (1907 - 1952) Kriváň,NA,7,750,1100,NA,NA,350
GLOD ADAM ALOJZ (1907 - 1952),Rozsutec,GLOD ADAM ALOJZ (1907 - 1952) Rozsutec,NA,8,400,600,NA,NA,200
GLOD ALOJZ ADAM (1907 - 1952),Pohľad na Tatry,GLOD ALOJZ ADAM (1907 - 1952) Pohľad na Tatry,NA,10,600,650,NA,NA,50
GLOD Alojz ADAM (1907 – 1952),Pohľad na Tatry,GLOD Alojz ADAM (1907 – 1952) Pohľad na Tatry,NA,6,600,650,NA,NA,50
GOBERT PIERRE - PRIPISOVANÉ (1662-1744),Marie Anne de Bourbon princezná de Conti,GOBERT PIERRE - PRIPISOVANÉ (1662-1744) Marie Anne de Bourbon princezná de Conti,NA,27,NA,1e4,NA,12 000 – 14 000 €,NA
GOLTZ ALEXANDER DEMETRIUS  - PRIPISOVANÉ (1857 - 1944),Dve dámy v salóne,GOLTZ ALEXANDER DEMETRIUS  - PRIPISOVANÉ (1857 - 1944) Dve dámy v salóne,NA,169,2700,NA,NA,NA,NA
GOSSWUN GERARD – PRIPISOVANÉ (1602 - 1691),Nočná pochôdzka,GOSSWUN GERARD – PRIPISOVANÉ (1602 - 1691) Nočná pochôdzka,NA,187,2e3,1600,NA,NA,-400
GOTZELMAN  E. (XIX.- XX.),Kotvenie lode,GOTZELMAN  E. (XIX.- XX.) Kotvenie lode,NA,233,800,650,NA,NA,-150
GOTZELMAN E. (XIX. – XX.),Pastorálna scéna,GOTZELMAN E. (XIX. – XX.) Pastorálna scéna,NA,148,2500,NA,NA,NA,NA
GOTZLOFF (XIX. - XX.),Lúčenie,GOTZLOFF (XIX. - XX.) Lúčenie,NA,144,1e3,NA,NA,NA,NA
GOTZLOFF (XIX. - XX.),Usadlosť pod horami,GOTZLOFF (XIX. - XX.) Usadlosť pod horami,NA,154,1e3,NA,NA,NA,NA
GRATH ANTON (1881 - 1927),Meditácia (Sediaci akt s postavou muža na glóbuse),GRATH ANTON (1881 - 1927) Meditácia (Sediaci akt s postavou muža na glóbuse),NA,151,2200,NA,NA,NA,NA
GREGUSS IMRE (1856 - 1910),Pohľad na kostolnú vežu,GREGUSS IMRE (1856 - 1910) Pohľad na kostolnú vežu,NA,143,900,NA,NA,NA,NA
GREINEROVÁ SIBYLA (1921 - 2008),Goralský smútok,GREINEROVÁ SIBYLA (1921 - 2008) Goralský smútok,NA,41,200,NA,NA,NA,NA
GREINEROVÁ SIBYLA (1921 - 2008),Myší bál,GREINEROVÁ SIBYLA (1921 - 2008) Myší bál,NA,52,100,220,NA,NA,120
